Master_ID,Legacy_ID,Record_Type,Is_Proceeding,Proceeding_Class,Stream,Geography,Origin_Organ,Current_Custodian,Reference,Secondary_Reference,NIG,Date_or_Period,Connection,Object_or_Purpose,Status,Latest_Known_Event,Appeal_or_Review,Parent_Master_ID,Linked_Proceedings,Source_Status,Primary_Source_Anchor,Repo_Canonical_Source,Open_Reference_Gap,Public_Treatment,Last_Scan_Date,Notes
GC-CIV-030,,JUDICIAL_PRELIMINARY_DISCLOSURE,UNVERIFIED,DIRECT,Civil preliminary disclosure,Gran Canaria,Exact court to verify,Exact court to verify,Diligencias Preliminares 459/2024,Insurance-policy exhibition,,2024,Concurso 36/2012 / AC remuneration,Pre-action exhibition of the professional-liability insurance policy,Existence and exhibition are recited in the located pleadings and judgment; autonomous certified docket not located,Referenced in F01 F06 and F13,,,GC-CIV-027,CORPUS_REPORTED_PRIMARY_PENDING,Full-text records F01 F06 and F13,archive/CONCURSO36_AUTOS_FULLTEXT_UNITARY_RECORD_23AUG2026.md,"Certified court identity, docket, opening/exhibition act, policy-exhibition record and closure",PUBLIC_SUMMARY_WITH_IDENTITY_GAP,2026-08-26,CAEPR PD-SP-R-0016 (no caret; exact organ and certified docket pending).
GC-APP-028,,APPEAL_ROLL,TRUE,DIRECT,Civil appellate,Gran Canaria,Audiencia Provincial de Las Palmas,Audiencia Provincial de Las Palmas,RPL 421/2026,Appeal from Sentencia 4/2026,,2026,Concurso 36/2012 / AC remuneration,Appeal concerning standing and the professional-liability/remuneration claim,Appeal filed; later merits result not located,LAJ transfer dated 7 Apr 2026; no later signed disposition located,,GC-CIV-027,,VERIFIED_PROCEDURAL,Full-text records F15 F17 and F18,archive/CONCURSO36_AUTOS_FULLTEXT_UNITARY_RECORD_23AUG2026.md,"Complete certified appellate roll, current disposition and finality",PUBLIC_FULLTEXT_REDACTED_WITH_PROCEDURAL_LIMITS,2026-08-26,CAEPR PD-SP-R-0015 (^).
GC-REF-029,,INTAKE_REFERENCE,FALSE,RECEPTION_LOCATOR_NOT_PROCEEDING,Criminal intake,Gran Canaria,Decanato / Registro y Reparto Las Palmas,Official destination not yet identified,Handwritten daily intake/reference 22,Physical presentation dated 18/06/2026,,2026,AC-focused complaint / Concurso 36/2012,Reception locator for criminal complaint concerning the Insolvency Administrator,Physical intake source located; official reparto NIG and current status not located,Complaint dated 18 Jun 2026 and controlled intake material,,,,VERIFIED_PRIMARY,Private mailbox locator withheld; 48-page complaint SHA-256 5f2925609563caec6c82f4e95fa16abb660f372a34051133fe0f01aa785483f7,archive/AC_SEPARATION_FEES_AUTOS_DP1901_REFERENCE22_UNITARY_DIGEST_23AUG2026.md,"Certified intake/reparto record, assigned organ, NIG, procedural number and current status",PUBLIC_SUMMARY_DO_NOT_PUBLISH_RAW_PERSONAL_DATA,2026-08-23,22 is not an official Control NIG or Diligencias Previas number; do not equate it to DP 1956/2026 without the reparto bridge.
GC-CRI-008,GC-CRI-008,JUDICIAL_PROCEEDING,TRUE,DIRECT,Criminal,Gran Canaria,Juzgado de Instrucción Plaza 6 Las Palmas,Juzgado de Instrucción Plaza 6 Las Palmas,DP 1901/2026,,3501643220260016977,2026,Private-actor/CAM documents; title/accounting; DIP 2 link; finite AC cross-evidence only,Separate criminal/documentary verification and admission-control route,Providencia 12 Jul 2026 gave Fiscalía five days on admission; later act not located,,,,,VERIFIED_PRIMARY,,archive/AC_SEPARATION_FEES_AUTOS_DP1901_REFERENCE22_UNITARY_DIGEST_23AUG2026.md,"Fiscal report, later order, docket and annex index",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,CAEPR PD-SP-R-0005 (^); not the AC removal or fee proceeding; do not merge with DP 1956/2026 or intake reference 22.
GC-CRI-009,GC-CRI-009,JUDICIAL_PROCEEDING,TRUE,DIRECT,Criminal,Gran Canaria,Juzgado de Instrucción Plaza 1 Las Palmas,Juzgado de Instrucción Plaza 1 Las Palmas,DP 1956/2026,,3501643220260016826,2026,AC/concurso documentary track,Separate criminal route,Provisional dismissal / sobreseimiento provisional recorded on 21 Jul 2026; no filed reform/subsidiary appeal currently established in the controlled corpus,Provisional dismissal recorded on 21 Jul 2026,No filed reform/subsidiary appeal currently established,,,VERIFIED_PROCEDURAL,,archive/knowledge-project/DP1956_STATUS_REOPENING_CORRECTION_18AUG2026.md,"Signed provisional-dismissal order, complaint/annexes and current status/finality certification",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-30,"A draft challenge is not a filed act; do not describe this as final merits closure, acquittal, appeal pending or reopening pending."
GC-HC-010,GC-HC-010,JUDICIAL_PROCEEDING,UNVERIFIED,SUPERVISION,High-court criminal competence,Gran Canaria / TSJ Canarias,"TSJ Canarias, Sala Civil y Penal","TSJ Canarias, Sala Civil y Penal",2026 complaint/notitia concerning Concurso judge,,,2026,Conduct/documents concerning judicial acts in Concurso 36/2012,High-court competence route,Filing/procedural route identified; treatment pending,,,,,OPEN_REFERENCE,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Registration, competence decision, panel, Fiscalía treatment and result",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
GC-FIS-011,GC-FIS-011,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Gran Canaria / national,Fiscalía Provincial de Las Palmas,Fiscalía Provincial de Las Palmas,DI 273/2013,,,2013,Earliest located prosecution frame,Fiscalía file / referral / review,Historical file; later led to querella/DP 332/2014,,,,,VERIFIED_PROCEDURAL,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Complete file, originating communication, diligences and transmission",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
GC-FIS-012,GC-FIS-012,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Gran Canaria / national,Fiscalía — exact office pending,Fiscalía — exact office pending,Fiscalía 39/2014,,,2014,Separate Fiscalía gap,Fiscalía file / referral / review,Separate reference located,,,,,OPEN_REFERENCE,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Primary file, office, object, parties and decision",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
GC-FIS-013,GC-FIS-013,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Gran Canaria / national,Fiscalía Provincial de Las Palmas,Fiscalía Provincial de Las Palmas,DI 248/2018,,3501670220180002532,2018-2019,Complaint concerning the AC/CAM perimeter and requested diligences,Fiscalía investigation file,Archived by signed decree on 7 May 2019,Notification signed 16 May 2019,,,GC-CAL-002,VERIFIED_PRIMARY_COPY,"Signed archive decree 7 May 2019; signed notification 16 May 2019",archive/CALIFICACION_CANONICAL_AC_FISCAL_JUDGMENT_PERSON_MATRIX_17AUG2026.md,"Complete certified file, source inventory and requested-versus-performed diligence matrix",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0024 (^). Elena Herrera Rodríguez signed the archive; Beatriz Sánchez Carreras signed the later notification. The archive's reliance on the adverse calificación position is a documented institutional cross-reference, not proof of personal coordination."
GC-FIS-014,GC-FIS-014,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Gran Canaria / national,Fiscalía Provincial de Las Palmas,Fiscalía Provincial de Las Palmas,DI 113/2022,,3501670220220003722,2022-2026,CAM/JDAM control works/demolition and public ownership-attribution allegations; DP 616/2021 to DP 668/2021 chain,Fiscalía investigation and later information/copy request,Archived by signed decree on 8 Feb 2023; later copy request decided 23 Feb 2026,Signed 23 Feb 2026 decision stated no other documents beyond those supplied because the facts were judicialised,,,LZ-JUD-046,VERIFIED_PRIMARY_COPY,"Official notification received 25 Feb 2026 enclosing signed 8-Feb-2023 archive decree and signed 23-Feb-2026 decision",evidence/fiscalia/2026/MINISTERIO_FISCAL_WIDER_MATTER_EG745_UNITARY_EVIDENCE_ACTION_DIGEST_31AUG2026.md,"Complete certified DI 113 file; performed-diligence/source inventory; native DP 616/2021 and DP 668/2021 orders and reparto bridge",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0025 (^). Beatriz Sánchez Carreras signed both located decisions. The acts establish their reasoning and outcome, not favouritism, capture, coordination, intent, prevarication or criminality."
GC-FIS-015,GC-FIS-015,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Gran Canaria / national,Fiscalía Anticorrupción,Fiscalía Anticorrupción,EG 352/2025,,,2025,Anticorrupción route,Fiscalía file / referral / review,Reference / referral gap,,,,,OPEN_REFERENCE,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Native decision/referral, decision-maker, destination and outcome",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
GC-FIS-016,GC-FIS-016,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Gran Canaria / national,Fiscalía Provincial de Las Palmas,Fiscalía Provincial de Las Palmas,DI 22/2026,,,2026,Provincial multi-route intake involving alleged civil/concursal and extraconcursal modules,Fiscalía investigation file and later joinder/maintenance acts,Archived by signed decree on 11 Feb 2026; later material repeatedly joined while archive maintained,Located signed acts 13 16 and 19 Feb and 2 and 3 Mar; later joinder notices through 10 Jul 2026,,,"TF-FIS-007; GC-FIS-015",VERIFIED_PRIMARY_COPY,"Official fisgub.lpa notifications and signed decrees dated 11, 13, 16, 19 Feb and 2/3 Mar 2026",evidence/fiscalia/2026/MINISTERIO_FISCAL_WIDER_MATTER_EG745_UNITARY_EVIDENCE_ACTION_DIGEST_31AUG2026.md,"Complete certified file/index; exact source corpus; actor-asset-date comparison; reparto/access/visado; individual treatment of later and materially distinct modules",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0026 (^). Beatriz Sánchez Carreras signed the located Feb/Mar acts. Joinder and continued archive do not by themselves prove substantive examination, improper motive, coordination, obstruction or criminality."
GC-FIS-017,GC-FIS-017,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Gran Canaria / national,Fiscalía de la Comunidad Autónoma de Canarias,Fiscalía de la Comunidad Autónoma de Canarias,DIP 2/2026,,3501670220260000245,2026,Superior-Fiscalía judge-related aforado module linked to DP 1901/2026,Fiscalía pre-procedural investigation,Opened 11 Feb 2026 as recorded in the 6 Mar decree; archived 6 Mar; notice 9 Mar; appeal-status premise corrected 11 Mar,Registered correction REGAGE26e00026303869 filed 11 Mar 2026,,,"GC-CRI-008; GC-FIS-033",VERIFIED_PRIMARY,"Signed 6-Mar-2026 archive decree; signed 9-Mar notice; REGAGE26e00026303869",archive/FISCALIA_DIP2_2026_OFFICIAL_RECORD_PUBLICATION_CONTROL_25AUG2026.md,"Complete certified file, separate 11-Feb opening decree, incorporation/reconsideration after correction and transmission record",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0006 (^). The corrected appeal-status premise does not itself prove deliberate falsehood or require a different result."
GC-FIS-018,GC-FIS-018,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,National / Madrid,Fiscalía General del Estado — Unidad de Delitos contra la Administración Pública,Fiscalía General del Estado — Unidad de Delitos contra la Administración Pública,EG 49/2026,,,2026,Central request concerning the 2019/2023 calificación position and wider Ministerio Fiscal record,Central governmental/prosecutorial review file,Archive/declination decisions signed 3 and 8 Jun 2026,Renewed 4-Jun request accumulated; second decision notified 8/9 Jun 2026,,,,VERIFIED_PRIMARY,"Signed decisions; outgoing 226 SHA-256 4e5d3486cc052ea699029a8744e21a2040918f4e03a085cc066a3b6ff8f12b88; outgoing 230 SHA-256 32a06dbf5745edc2e7ea6f9c88a22231d8238ce1e1a9faa5418db2eab253a383",archive/CALIFICACION_EG49_FISCAL_RESPONSE_DECREE_PUBLICATION_CONTROL_16AUG2026.md,"Complete file/index, exact material before decision-maker, referrals and treatment of the literal 2019 tension",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0030 (^). Emilio Jesús Sánchez Ulled signed the located decisions; institutional possession does not prove personal review of every source."
GC-GOV-019,GC-GOV-019,GOVERNANCE_SUPERVISION,TRUE,SUPERVISION,Judicial governance,Gran Canaria / national,CGPJ,CGPJ,DI 169/2026,,,2026,Complaint concerning Sección Mercantil Plaza 1,Judicial-governance complaint,Archived; 10 Jul 2026 decision maintained archive,,,,,VERIFIED_PRIMARY,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,Complete administrative record and material examined,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
GC-GOV-020,GC-GOV-020,GOVERNANCE_SUPERVISION,TRUE,SUPERVISION,Judicial governance appeal,Gran Canaria / national,CGPJ,CGPJ,Recurso de alzada 286/2026,,,2026,Review of CGPJ treatment,Administrative appeal,Processing recorded; final/current decision missing,,,GC-GOV-019,,VERIFIED_PROCEDURAL,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Complete appeal record, reports and final decision",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
GC-LAJ-021,GC-LAJ-021,REGISTRATION_ONLY,FALSE,SUPERVISION,LAJ / court-office supervision,Gran Canaria / national,TSJ Secretaría de Gobierno / Coordinación Provincial / national justice-service office,Same offices,REGAGE26e00073341191; REGAGE26e00073341382; REGAGE26e00073341477,,,15/08/2026,LAJ supervisory corpus,Three registrations of same corpus,Registered; no three separate investigations established,,,,,VERIFIED_PROCEDURAL,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Acknowledgements, referrals, preservation/report requests and any assigned file",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
GC-PRO-022,GC-PRO-022,PROFESSIONAL_DISCIPLINE,TRUE,SUPERVISION,Professional discipline,Gran Canaria,ICALPA,ICALPA,DIP 79/2026,,,2026,CAM-side professional presentation,Preliminary deontological file,Preliminary file; expansion filed 10 Jun 2026,,,,,VERIFIED_PRIMARY,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Complete official file, response, evidence and final decision",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
GC-PRO-023,GC-PRO-023,PROFESSIONAL_DISCIPLINE,TRUE,SUPERVISION,Professional discipline,Gran Canaria,ICALPA,ICALPA,DIP 80/2026,,,2026,AC-side professional treatment,Separate preliminary deontological file,Preliminary file; expansion filed 10 Jun 2026,,,,,VERIFIED_PRIMARY,,archive/AC_SEPARATION_FEES_AUTOS_DP1901_REFERENCE22_UNITARY_DIGEST_23AUG2026.md,"Complete official file, response, evidence and final decision",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-26,CAEPR PD-SP-R-0017 (^); professional discipline does not establish criminal intent or judicial merits.
GC-POL-024,GC-POL-024,REGISTRATION_ONLY,FALSE,REGISTERED_ONLY,Police / Guardia Civil,Gran Canaria,Policía Nacional / Guardia Civil,Allocation unknown,Jan 2026 registrations,10 Guardia Civil + 8 Policía Nacional submissions,,2026,Sun Park reports,Registered submissions pending assigned case,No assigned diligencias/atestado located,,,,,VERIFIED_PROCEDURAL,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Internal allocation/reference, unit, atestado/report, referral or closure",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
GC-CONT-025,GC-CONT-025,CONTEXTUAL_PROCEEDING,TRUE,CONTEXTUAL,Insolvency / restructuring,Gran Canaria,Juzgado de lo Mercantil nº 3 Las Palmas,Juzgado de lo Mercantil nº 3 Las Palmas,Three-debtor Meeting Point 357/2024,,,2024-2025,Downstream operator/restructuring context,Joint three-debtor pre-insolvency/restructuring context; signed Auto 97/2025 fixes 23/31-Jul start and 18-Feb Auren appointment,Contextual only,,,,,VERIFIED_PROCEDURAL,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Signed 18-Sep/24-Oct originals, allocation trail, complete three-debtor file and any actual Sun Park transaction bridge",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-26,Do not infer impropriety from the earlier register attribution; preserve CR-022/CR-100.
GC-TEC-026,GC-TEC-026,TECHNICAL_REFERENCE,FALSE,TECHNICAL_REFERENCE_NOT_PROCEEDING,Technical / professional,Gran Canaria,Issuer/custodian unresolved,Issuer/custodian unresolved,22/000036/7800,COAGC 2315,,2022,Project/visado material,Technical identifier,Not established as separate professional proceeding,,,,,VERIFIED_PRIMARY,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,Authenticate issuer/custodian and any actual professional file,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
TF-CIV-001,TF-CIV-001,JUDICIAL_PROCEEDING,TRUE,DIRECT,Civil cambiario,Tenerife,La Laguna court — exact organ in judicial archive,La Laguna court,Juicio Cambiario 1048/2019,,,2019,Matkator/pagaré/remate issues,Underlying cambiario proceeding,Identified,,,,,VERIFIED_PROCEDURAL,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Complete claim, title, opposition, decisions, finality and enforcement bridge",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
TF-CIV-002,TF-CIV-002,JUDICIAL_PROCEEDING,TRUE,DIRECT,Civil enforcement,Tenerife,La Laguna court,La Laguna court,ETJ 163/2020,,,2020-present,"Matkator/Cuatrecasas execution, remate/adjudication/title",Civil enforcement,Live; 19 and 22 Jun 2026 acts identified,,,,,VERIFIED_PROCEDURAL,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Full docket, remate/assignment documents and present enforcement/title status",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
TF-CRI-003,TF-CRI-003,JUDICIAL_PROCEEDING,TRUE,DIRECT,Criminal,Tenerife,Juzgado de Instrucción nº 4 La Laguna,Juzgado de Instrucción nº 4 La Laguna,DP 748/2026,,,2026,Matkator/ETJ alleged procedural-fraud issues,Criminal complaint/investigation route,Archive/reform/appeal track identified,,,,,VERIFIED_PROCEDURAL,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Complete complaint, archive order, reform, Fiscalía report, appeal and current status",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
TF-APP-004,TF-APP-004,APPEAL_ROLL,UNVERIFIED,DIRECT,Appellate / review,Tenerife,Exact organ pending,Exact organ pending,Appeal/review generated by DP 748/2026 or ETJ 163/2020,,,2026,Tenerife judicial track,Placeholder for live reform/appeal route,Separate appellate roll not yet verified,,,,,OPEN_REFERENCE,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Certified index, remisión, assigned roll, organ, parties and outcome",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
TF-XFR-005,TF-XFR-005,TRANSMISSION_FAMILY,FALSE,CONCURSO_BRIDGE,Cross-proceeding evidence transmission,Tenerife ↔ Gran Canaria/Lanzarote,Multiple organs,Multiple organs,Tenerife ↔ Gran Canaria/Lanzarote transmission family,,,historical-present,"Pagarés, Matkator title, remate, documentary allegations","Evidence-transmission map, not one proceeding",Issue-level relevance established; document-level transmission incomplete,,,,,OPEN_REFERENCE,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,Origin/filing/remisión/recipient/treatment/effect matrix for each document,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
X-REG-001,X-REG-001,REGULATORY_FILE,TRUE,SUPERVISION,CNMV,National,CNMV,CNMV,ED/36/2021,Later supervisory responses,,2021-2026,RICPE / supervisory notice and activity,CNMV supervisory/consultation history,Supervisory activity documented; no public merits result/project approval established,,,,,VERIFIED_PRIMARY,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,Complete native supervisory corpus where legally obtainable,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
X-TAX-002,X-TAX-002,TAX_FILE,UNVERIFIED,SUPERVISION,AEAT,National,AEAT,AEAT,AEAT complaint 13/01/2021 and later registrations,,,2021-,Sun Park / tax perimeter,Tax complaint/traceability,Receipt/traceability documented; merits protected by tax secrecy,,,,,VERIFIED_PROCEDURAL,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,Assigned tax file/result if lawfully disclosable,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
X-EU-003,X-EU-003,PUBLIC_AID_FILE,TRUE,SUPERVISION,SNCA / antifraud,National / EU coordination,SNCA,SNCA,141-2026-IRR02,,,2026,Public-funds / EU coordination perimeter,Antifraud/public-funds coordination file,File/reference and general channel response identified,,,,,VERIFIED_PRIMARY,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Concrete EU nexus/action, transfers and final treatment",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
X-INT-004,X-INT-004,SUPPORTING_ACT,FALSE,SUPERVISION,Intervención General,Canary Islands,Intervención General de Canarias,Intervención General de Canarias,184368/2026; 497011/2026; 699645/2026,,,2026,Regional internal control/routing,Three output/routing references; not established as separate merits proceedings,Examination/routing within stated competence documented; 699645/2026 narrows the earlier no-funds/no-files reading,,,,,VERIFIED_PRIMARY,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,Underlying file/custody if distinct from output references and native signed 699645/2026 source,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-09-01,
X-WB-005,X-WB-005,ADMINISTRATIVE_FILE,TRUE,SUPERVISION,Law 2/2023 routing,Canary Islands / national,Government routing chain,Modernización y Calidad / current handler to verify,REGAGE26e00065752755,internal 278202/2026; output 681432/2026,,2026,Whistleblower/Law 2/2023 institutional routing,Formal transfer and handling,Transfer documented; handler/preservation/merits treatment pending,,,,,VERIFIED_PRIMARY,,archive/SUN_PARK_COMUNIDAD_PROCEEDINGS_REGISTER_CANARY_ISLANDS_15AUG2026.md,"Assigned handler/file, preservation and substantive treatment",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
LZ-YAI-031,,ADMINISTRATIVE_FILE,TRUE,ADMINISTRATIVE_PERIMETER,Municipal archive access,Lanzarote,Ayuntamiento de Yaiza,Ayuntamiento de Yaiza,7066/2026,Consulta de Fondos del Archivo,,2026,Municipal archive/source access,Consulta de Fondos del Archivo,Official notification 5 Aug 2026,,,,,VERIFIED_PRIMARY,Official Yaiza notification and attachment; exact private filename and mailbox locators withheld,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,Complete expediente/index and any production/final act,INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
LZ-TRA-032,,TRANSPARENCY_CLAIM,TRUE,ADMINISTRATIVE_PERIMETER,Transparency,Lanzarote / Canary Islands,Comisionado de Transparencia de Canarias,Comisionado de Transparencia de Canarias,Claim filed 06/08/2026 re Yaiza Resolución 2026-2,REGAGE26e00071279892,,2026,Follow-up to frustration/compliance of transparency access,Transparency complaint concerning Yaiza Resolution 2026-2,Filed 6 Aug 2026; assigned Comisionado ref not located,,,LZ-TRA-027,,VERIFIED_PROCEDURAL,Reclamacion_Comisionado_Yaiza_Resolucion_2026-2_06AGO2026_FIRMADO.pdf; REGAGE26e00071279892.pdf,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Assigned Comisionado reference, admission, response and final decision",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
LZ-CIV-033,,JUDICIAL_PROCEEDING,TRUE,DIRECT,Civil,Lanzarote,Arrecife civil court — exact organ to verify,Arrecife civil court — exact organ to verify,P.O. 562/2014,,,2014-,Community/LPB historical civil track,Historical ordinary civil proceeding,Proceeding and later accumulation source located,,,,,VERIFIED_PROCEDURAL,Gmail/Cuatrecasas corpus; Resolución acumulación procesos 562-2014 y 213-2015.pdf,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Exact court, parties, object, full judgment/appeal/finality",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
LZ-CIV-034,,JUDICIAL_PROCEEDING,TRUE,DIRECT,Civil,Lanzarote,Arrecife civil court — exact organ to verify,Arrecife civil court — exact organ to verify,P.O. 213/2015,Accumulated with P.O. 562/2014,,2015-,Community/LPB historical civil track,Historical ordinary civil proceeding,Accumulation source located,,,LZ-CIV-033,,VERIFIED_PROCEDURAL,Resolución acumulación procesos 562-2014 y 213-2015.pdf; recursoapelacionarrecife 213-2015.pdf,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Exact court, parties, object, appellate roll and finality",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,One old subject line says 213/2014; native attachment naming repeatedly indicates 213/2015. Reconcile against signed original.
LZ-CIV-035,,JUDICIAL_PROCEEDING,UNVERIFIED,DIRECT,Civil / desahucio,Lanzarote,Arrecife civil court — exact organ to verify,Arrecife civil court — exact organ to verify,Desahucio 1260/2011,One secondary filename says 1240/2011,,2011-2014,Minority-owner / Community historical civil perimeter,Desahucio/precario proceeding,Demand and 13 Jan 2014 judgment filenames located; exact reference conflict remains,,,,,CORPUS_REPORTED_PRIMARY_PENDING,Demanda Desahucio Minorias 1260-2011.pdf; Sentencia Proc1260-2011 13ENE2014.pdf,archive/PROCEEDINGS_MASTER_REGISTER_PROTOCOL.md,"Signed original confirming 1260/2011 versus 1240/2011, court, parties, operative part and finality",INTERNAL_KNOWLEDGE_REGISTER_NOT_AUTO_PUBLISHED,2026-08-16,
LZ-CIV-040,,JUDICIAL_PROCEEDING,TRUE,DIRECT,Civil,Lanzarote,Juzgado de Primera Instancia nº 5 de Arrecife,Juzgado de Primera Instancia nº 5 de Arrecife,P.O. 1241/2011,,,2011-2012,LPB v Community / separate Garrigues litigation engagement,Challenge to Community resolutions,Proceeding identity and separate engagement verified; complete signed court file not controlled,Referenced judgment dated 26 Apr 2012; signed copy pending,,,,VERIFIED_PROCEDURAL,Garrigues engagement and invoice 10015483; contemporaneous communications; later Community transcripts,archive/GARRIGUES_LA_LAGUNA_344_2013_EVIDENCE_AND_COMMUNICATIONS_REGISTER_24AUG2026.md,Certified index; claim/defence; annexes; signed judgment; appeal and finality,PUBLIC_SUMMARY_COMPLETE_REDACTED_FILE_OPEN,2026-08-24,Judgment 41/2014 contains internal 1241/2011 1241/2009 and 1271/2011 variants; reconcile against the signed source.
